atleta_id,nome,clube,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,mandante,adversario,residuo_z,armadilha_label,media_bayesiana,pb_media,confiabilidade,score_confronto_100,condicao_mando,pontos_esperados
109987,Medina,BOT,Meia,7,6.04,-0.29,1.7,5,3.7,True,True,INT,0.416,neutro,3.223,1.7,0.625,41.0,neutro,1.65
126182,Paulinho,INT,Meia,6,4.71,0.38,2.6,11,2.9,True,False,BOT,0.056,neutro,2.304,2.6,1.0,64.5,neutro,2.97
130233,Iuri,BAH,Goleiro,6,1.0,0.0,0.0,0,0.0,False,True,SAN,0.689,valor_bom,0.0,0.0,0.0,58.5,neutro,0.0
141795,Kauan Coutinho,VIT,Zagueiro,6,1.0,0.0,0.0,0,0.0,False,False,CAP,0.743,valor_bom,0.0,0.0,0.0,31.2,desfavoravel,0.0
145404,Arthur,PAL,Lateral,7,3.97,0.6,3.43,8,6.7,True,False,RBB,0.236,neutro,2.615,2.31,1.0,47.1,neutro,2.46
101254,Alef Manga,REM,Atacante,7,7.64,-1.03,4.68,12,-1.3,True,True,CRU,1.096,valor_bom,4.706,2.1,1.0,69.5,favoravel,6.54
106593,Villalba,CRU,Zagueiro,7,6.84,0.19,2.31,8,-1.0,False,False,REM,-0.065,neutro,3.116,1.56,1.0,47.4,neutro,2.95
130282,Anthony,BOT,Zagueiro,6,3.0,0.0,0.0,0,0.0,False,True,INT,-1.386,armadilha_leve,0.0,0.0,0.0,55.4,neutro,0.0
68685,Alan Patrick,INT,Meia,7,9.33,1.55,5.18,10,11.3,True,False,BOT,0.88,valor_bom,4.734,3.68,1.0,64.5,neutro,6.11
97810,Erick,VIT,Atacante,7,7.95,-0.87,4.05,10,0.5,True,False,CAP,0.618,valor_bom,4.358,2.25,1.0,31.1,desfavoravel,2.71
105949,Rochet,INT,Goleiro,6,7.26,0.0,3.68,10,0.0,False,False,BOT,0.463,neutro,3.904,2.18,1.0,36.3,neutro,2.83
63007,Neymar,SAN,Meia,7,19.84,-0.07,8.82,6,7.5,True,False,BAH,0.221,neutro,6.166,5.49,0.75,34.7,desfavoravel,3.21
69012,Santos,CAP,Goleiro,7,8.23,-1.01,3.81,10,0.3,True,True,VIT,0.229,neutro,3.976,2.31,1.0,78.8,favoravel,6.27
92171,Arthur Cabral,BOT,Atacante,7,9.54,-1.39,5.8,8,2.1,True,True,INT,1.068,valor_bom,5.272,2.17,1.0,41.4,neutro,4.37
42234,Cássio,CRU,Goleiro,5,6.89,0.0,1.32,5,0.0,False,False,REM,-0.172,neutro,3.083,1.32,0.625,47.9,neutro,1.85
104502,Christian,CRU,Meia,7,10.22,0.21,6.56,12,9.5,True,False,REM,1.599,valor_oculto,5.606,4.06,1.0,60.5,neutro,6.78
103056,Gabriel Brazão,SAN,Goleiro,7,5.14,-1.81,2.78,11,-3.0,True,False,BAH,0.772,valor_bom,3.371,1.42,1.0,43.7,neutro,2.95
104758,Enzo Díaz,SAO,Lateral,2,9.03,-0.03,4.49,9,2.6,True,True,MIR,0.043,neutro,4.923,3.6,1.0,59.1,neutro,5.82
68928,Rafael,SAO,Goleiro,7,8.06,-0.29,3.96,12,1.9,True,True,MIR,0.348,neutro,4.05,2.71,1.0,59.8,neutro,4.84
72294,Everson,CAM,Goleiro,7,9.2,-0.58,4.81,12,-1.5,True,True,FLA,0.499,neutro,4.56,3.14,1.0,46.9,neutro,4.28
