atleta_id,nome,clube_id,clube,posicao_id,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,entrou_em_campo,scout_A,scout_DS,scout_FC,scout_FD,scout_FF,scout_FS,scout_FT,scout_SG,scout_V,scout_CA,scout_G,scout_I,scout_DE,scout_GS,scout_PC,scout_PP,scout_CV,scout_GC,scout_PS,scout_DP,mandante,adversario,prob_vitoria,prob_gols,tendencia,min_valorizar,pb_media,resiliencia_pct,confiabilidade,media_bayesiana,residuo_z,armadilha_label,custo_beneficio,cb_rank,status_label
84558,Lucas Romero,283,CRU,4,Meia,7,8.33,0.0,4.09,12,0.0,False,3.0,15.0,15.0,4.0,1.0,11.0,,0.0,,3.0,1.0,,,,,,,,,,True,BOT,0.0,,estavel,4.1,2.42,0.592,1.0,4.056,0.486,neutro,0.487,65,Provável
89275,William,283,CRU,2,Lateral,2,8.06,-0.45,3.34,9,1.5,True,0.0,14.0,9.0,3.0,1.0,3.0,,2.0,,1.0,0.0,1.0,,,,,1.0,,,,True,BOT,0.0,,estavel,1.5,2.67,0.799,1.0,4.2,-0.254,neutro,0.521,46,Dúvida
100742,Matheus Henrique,283,CRU,4,Meia,7,5.6,0.4,2.04,18,6.0,True,0.0,20.0,11.0,,5.0,18.0,,0.0,,2.0,0.0,,,,1.0,,,,,,True,BOT,0.0,,estavel,6.0,2.04,1.0,1.0,2.03,-0.753,armadilha_leve,0.362,127,Provável
114405,Sinisterra,283,CRU,5,Atacante,7,6.19,0.58,3.39,7,5.1,True,0.0,6.0,6.0,2.0,7.0,1.0,,0.0,,,1.0,,,,,,,,,,True,BOT,0.0,,alta,5.1,2.25,0.664,0.875,4.237,0.917,valor_bom,0.599,21,Provável
124912,Jonathan Jesus,283,CRU,3,Zagueiro,7,6.18,-0.56,4.18,11,2.6,True,0.0,22.0,9.0,,6.0,4.0,,2.0,,1.0,0.0,1.0,,,,,,,,,True,BOT,0.0,,baixa,2.6,3.63,0.868,1.0,3.999,1.175,valor_bom,0.647,4,Provável
42500,Fagner,283,CRU,2,Lateral,2,7.08,1.8,3.3,13,13.4,True,3.0,15.0,17.0,,,5.0,,2.0,,2.0,0.0,,,,,,,,,,True,BOT,0.0,,alta,13.4,1.68,0.509,1.0,3.322,-0.763,armadilha_leve,0.469,62,Dúvida
111690,Matheus Cunha,285,INT,1,Goleiro,2,4.64,0.0,3.23,9,0.0,False,1.0,,,,,1.0,,4.0,,1.0,0.0,,12.0,11.0,,,,,,,False,CAP,0.0,,estavel,3.2,0.45,0.139,1.0,3.269,0.841,valor_bom,0.705,2,Dúvida
69783,Danilo,262,FLA,3,Zagueiro,2,5.86,0.29,1.38,5,5.0,True,0.0,3.0,3.0,,1.0,1.0,,1.0,,,0.0,,,,,,1.0,,,,True,SAO,0.0,,estavel,5.0,0.78,0.565,0.625,2.839,0.06,neutro,0.303,61,Dúvida
117404,Otávio,283,CRU,1,Goleiro,7,1.84,-0.23,1.23,6,1.6,True,0.0,,,,,1.0,,0.0,,2.0,0.0,,13.0,8.0,,,,,,,True,BOT,0.0,,estavel,1.6,1.23,1.0,0.75,1.23,0.716,valor_bom,0.501,14,Provável
131967,Villarreal,283,CRU,5,Atacante,2,8.62,-0.62,5.65,12,2.4,True,1.0,11.0,9.0,5.0,11.0,15.0,1.0,0.0,,,3.0,2.0,,,,,,,,,True,BOT,0.0,,baixa,2.4,3.23,0.572,1.0,5.381,1.155,valor_bom,0.624,12,Dúvida
83528,Léo Pereira,262,FLA,3,Zagueiro,7,9.46,0.15,4.23,14,5.0,True,0.0,9.0,13.0,2.0,7.0,7.0,,7.0,,5.0,1.0,,,,,,,,,,True,SAO,0.0,,estavel,5.0,2.3,0.544,1.0,4.056,0.19,neutro,0.429,51,Provável
84816,Varela,262,FLA,2,Lateral,2,8.29,0.0,4.94,14,0.0,False,2.0,18.0,6.0,,2.0,9.0,,6.0,,3.0,0.0,1.0,,,,,,,1.0,,True,SAO,0.0,,estavel,4.9,2.94,0.595,1.0,5.023,0.494,neutro,0.606,23,Dúvida
84735,Jorginho,262,FLA,4,Meia,7,9.27,-0.75,4.15,12,2.5,True,0.0,22.0,10.0,,1.0,18.0,,0.0,,3.0,2.0,,,,,,1.0,,,,True,SAO,0.0,,baixa,2.5,3.32,0.8,1.0,4.092,0.242,neutro,0.441,90,Provável
122660,Japa,2305,MIR,4,Meia,2,5.93,0.0,5.2,3,0.0,False,0.0,2.0,1.0,,3.0,5.0,,0.0,,,1.0,,,,,,,,,,False,VAS,0.0,,estavel,5.2,3.53,0.679,0.375,4.331,1.674,valor_oculto,0.274,141,Dúvida
90285,Bruno Henrique,262,FLA,5,Atacante,7,6.0,0.55,2.07,12,7.2,True,2.0,6.0,9.0,2.0,6.0,7.0,,0.0,,2.0,0.0,2.0,,,,,,,,,True,SAO,0.0,,alta,7.2,1.24,0.599,1.0,2.049,-1.23,armadilha_leve,0.341,101,Provável
96870,Emerson Royal,262,FLA,2,Lateral,2,8.53,0.92,5.73,8,11.5,True,1.0,10.0,7.0,1.0,1.0,2.0,,5.0,,,0.0,1.0,,,,,,,,,True,SAO,0.0,,alta,11.5,3.23,0.564,1.0,5.449,0.84,valor_bom,0.639,14,Dúvida
91473,Erick Pulgar,262,FLA,4,Meia,7,6.05,0.21,1.49,8,2.5,True,0.0,12.0,11.0,1.0,,6.0,,0.0,,4.0,0.0,,,,,,1.0,,,,True,SAO,0.0,,estavel,2.5,1.49,1.0,1.0,2.748,-0.146,neutro,0.454,81,Provável
70592,Felipe Anderson,275,PAL,4,Meia,2,6.97,0.0,2.74,13,0.0,False,1.0,13.0,8.0,1.0,4.0,4.0,,0.0,,1.0,1.0,,,,,,,,,,True,CAM,0.0,,estavel,2.7,1.97,0.719,1.0,3.222,0.02,neutro,0.462,77,Dúvida
98873,Samuel Lino,262,FLA,5,Atacante,7,12.0,-1.59,7.35,17,11.6,True,7.0,25.0,16.0,8.0,6.0,26.0,,0.0,,2.0,4.0,2.0,,,,,,,,,True,SAO,0.0,,baixa,11.6,3.41,0.464,1.0,6.591,1.43,valor_bom,0.549,40,Provável
96652,Allan,264,COR,4,Meia,2,2.99,0.01,0.89,13,1.6,True,0.0,8.0,12.0,2.0,3.0,9.0,,0.0,,3.0,0.0,,,,,,1.0,,,,False,BAH,0.0,,estavel,1.6,0.89,1.0,1.0,0.91,-0.514,armadilha_leve,0.304,138,Dúvida
99228,De la Cruz,262,FLA,4,Meia,2,4.77,0.0,1.06,9,0.0,False,0.0,4.0,7.0,,2.0,12.0,,0.0,,2.0,0.0,,,,,,,,,,True,SAO,0.0,,estavel,1.1,1.06,1.0,1.0,1.505,-0.942,armadilha_leve,0.316,135,Dúvida
78855,Thiago Santos,294,CFC,3,Zagueiro,7,4.29,-0.06,3.15,12,2.6,True,0.0,12.0,10.0,2.0,,9.0,,4.0,,4.0,0.0,,,,,,,,,,False,RBB,0.0,,estavel,2.6,2.15,0.683,1.0,2.908,0.857,valor_bom,0.678,2,Provável
101319,Guga,266,FLU,2,Lateral,7,6.01,0.0,3.27,11,0.0,False,2.0,9.0,6.0,,3.0,6.0,,2.0,,1.0,0.0,1.0,,,,,,,,,False,GRE,0.0,,estavel,3.3,1.82,0.557,1.0,3.307,-0.307,neutro,0.55,39,Provável
87228,Guilherme Arana,266,FLU,2,Lateral,2,7.52,0.0,3.5,13,0.0,False,0.0,13.0,9.0,4.0,7.0,5.0,,2.0,,2.0,1.0,1.0,,,,,,,,,False,GRE,0.0,,estavel,3.5,2.58,0.737,1.0,4.135,-0.117,neutro,0.55,39,Dúvida
78445,Renê,266,FLU,2,Lateral,2,9.88,0.0,5.9,11,0.0,False,2.0,26.0,8.0,3.0,2.0,8.0,,2.0,,1.0,0.0,,,,,,,,,,False,GRE,0.0,,estavel,5.9,4.45,0.754,1.0,5.592,0.546,valor_bom,0.566,33,Dúvida
99366,Luis Zubeldía,266,FLU,6,Técnico,7,10.0,0.0,5.56,18,0.0,False,0.0,,,,,,,0.0,9.0,,0.0,,,,,,,,,,False,GRE,0.0,,estavel,5.6,5.56,1.0,1.0,5.434,0.153,neutro,0.543,10,Provável
113034,Freytes,266,FLU,3,Zagueiro,7,4.63,0.0,2.5,15,0.0,False,0.0,14.0,14.0,,6.0,8.0,,3.0,,3.0,0.0,,,,,,,,,,False,GRE,0.0,,estavel,2.5,1.9,0.76,1.0,2.516,0.264,neutro,0.543,19,Provável
116447,Hércules,266,FLU,4,Meia,7,6.85,0.0,4.01,16,0.0,False,0.0,23.0,26.0,4.0,9.0,5.0,,0.0,,1.0,3.0,1.0,,,,,,,,,False,GRE,0.0,,estavel,4.0,3.07,0.766,1.0,4.008,0.944,valor_bom,0.585,17,Provável
102928,Canobbio,266,FLU,5,Atacante,7,12.77,0.0,7.94,11,0.0,False,2.0,20.0,17.0,6.0,6.0,17.0,2.0,0.0,,3.0,4.0,1.0,,,,,1.0,,,,False,GRE,0.0,,estavel,7.9,4.12,0.519,1.0,6.693,1.35,valor_bom,0.524,52,Provável
72018,Tiago Volpi,280,RBB,1,Goleiro,7,10.45,0.0,5.95,11,0.0,False,0.0,,,,,,,4.0,,,2.0,,31.0,11.0,,,,,,,True,CFC,0.0,,estavel,6.0,3.04,0.511,1.0,5.087,0.698,valor_bom,0.487,15,Provável
88037,Luís Castro,284,GRE,6,Técnico,7,9.22,0.0,4.76,18,0.0,False,0.0,,,,,,,0.0,5.0,,0.0,,,,,,,,,,True,FLU,0.0,,estavel,4.8,4.76,1.0,1.0,4.881,-0.108,neutro,0.529,13,Provável
87342,Kannemann,284,GRE,3,Zagueiro,7,5.0,0.0,0.0,0,0.0,False,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,True,FLU,0.0,,estavel,0.0,0.0,0.0,0.0,0.0,-2.606,armadilha_forte,0.0,86,Provável
105563,Carlos Vinícius,284,GRE,5,Atacante,7,13.93,0.0,5.61,17,0.0,False,0.0,5.0,23.0,9.0,6.0,18.0,1.0,0.0,,3.0,9.0,16.0,,,,,,,,,True,FLU,0.0,,estavel,5.6,1.37,0.244,1.0,5.408,-0.218,neutro,0.388,87,Provável
97145,Villasanti,284,GRE,4,Meia,7,7.0,0.0,0.0,0,0.0,False,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,True,FLU,0.0,,estavel,0.0,0.0,0.0,0.0,0.0,-3.591,armadilha_forte,0.0,184,Provável
91706,Marlon,284,GRE,2,Lateral,2,10.32,0.0,6.62,6,0.0,False,1.0,11.0,9.0,2.0,2.0,10.0,,1.0,,1.0,1.0,1.0,,,,,,,,,True,FLU,0.0,,estavel,6.6,4.29,0.648,0.75,5.79,0.615,valor_bom,0.421,68,Dúvida
91908,Pavón,284,GRE,5,Atacante,7,7.76,0.0,3.91,16,0.0,False,2.0,32.0,12.0,3.0,4.0,5.0,1.0,0.0,,4.0,0.0,2.0,,,,,,,,,True,FLU,0.0,,estavel,3.9,3.29,0.841,1.0,4.266,0.317,neutro,0.55,39,Provável
111309,Gustavo Martins,284,GRE,3,Zagueiro,7,6.29,0.0,3.25,11,0.0,False,2.0,8.0,13.0,1.0,5.0,3.0,,3.0,,3.0,0.0,1.0,,,1.0,,,,,,True,FLU,0.0,,estavel,3.2,1.52,0.468,1.0,3.461,0.557,valor_bom,0.55,17,Provável
72951,Mercado,285,INT,3,Zagueiro,7,6.22,0.57,3.83,12,3.0,True,0.0,17.0,14.0,1.0,2.0,6.0,,3.0,,4.0,1.0,1.0,,,,,,,,,False,CAP,0.0,,alta,3.0,2.58,0.674,1.0,3.798,0.944,valor_bom,0.611,7,Provável
142004,Amuzu,284,GRE,5,Atacante,7,7.07,0.0,4.16,16,0.0,False,3.0,11.0,12.0,7.0,12.0,19.0,1.0,0.0,,,1.0,,,,,,,,,,True,FLU,0.0,,estavel,4.2,2.72,0.654,1.0,4.433,0.748,valor_bom,0.627,11,Provável
71631,Weverton,284,GRE,1,Goleiro,7,7.67,0.0,4.89,17,0.0,False,1.0,,,,,5.0,,5.0,,1.0,0.0,,45.0,20.0,1.0,,,,,2.0,True,FLU,0.0,,estavel,4.9,3.13,0.64,1.0,4.573,0.943,valor_bom,0.596,8,Provável
101960,Vitinho,285,INT,5,Atacante,7,7.27,-0.11,4.39,18,2.5,True,3.0,27.0,25.0,10.0,12.0,29.0,,0.0,,4.0,0.0,1.0,,,1.0,,,,,,False,CAP,0.0,,estavel,2.5,3.56,0.811,1.0,4.571,0.811,valor_bom,0.629,9,Provável
111683,Anthoni,285,INT,1,Goleiro,2,4.25,-0.49,2.96,8,0.6,True,0.0,,,,,1.0,,1.0,,,0.0,,24.0,13.0,,,,,,,False,CAP,0.0,,estavel,0.6,2.33,0.787,1.0,3.137,0.904,valor_bom,0.738,1,Dúvida
107989,Carbonero,285,INT,5,Atacante,7,9.84,1.31,5.44,18,10.8,True,3.0,7.0,19.0,10.0,16.0,34.0,,0.0,,3.0,5.0,8.0,,,,,,,,,False,CAP,0.0,,alta,10.8,2.38,0.437,1.0,5.298,0.69,valor_bom,0.538,46,Provável
70944,Bruno Henrique,285,INT,4,Meia,7,4.16,-0.36,1.93,16,2.3,True,1.0,11.0,18.0,4.0,9.0,6.0,,0.0,,,0.0,1.0,,,,,,,,,False,CAP,0.0,,estavel,2.3,1.62,0.839,1.0,1.955,-0.108,neutro,0.47,73,Provável
115479,Paulo Pezzolano,285,INT,6,Técnico,7,7.56,0.09,4.84,19,3.6,True,0.0,,,,,,,0.0,5.0,,0.0,,,,,,,,,,False,CAP,0.0,,estavel,3.6,4.84,1.0,1.0,4.877,0.352,neutro,0.645,2,Provável
106202,Bruno Gomes,285,INT,4,Meia,7,6.24,-0.59,3.46,19,0.1,True,0.0,33.0,20.0,1.0,5.0,32.0,1.0,0.0,,2.0,0.0,,,,,,,,,,False,CAP,0.0,,baixa,0.1,3.46,1.0,1.0,3.622,0.752,valor_bom,0.58,19,Provável
71684,Gustavo Gómez,275,PAL,3,Zagueiro,7,10.14,-0.72,4.7,17,2.7,True,1.0,12.0,16.0,1.0,7.0,3.0,,6.0,,,3.0,6.0,,,,,,,,,True,CAM,0.0,,baixa,2.7,2.29,0.487,1.0,4.396,0.379,neutro,0.434,49,Provável
93790,Marlon Freitas,275,PAL,4,Meia,7,6.63,0.61,2.92,18,6.4,True,1.0,22.0,19.0,1.0,7.0,1.0,,0.0,,3.0,2.0,1.0,,,,,,,,,True,CAM,0.0,,alta,6.4,2.09,0.716,1.0,3.254,0.185,neutro,0.491,64,Provável
99818,Paulinho,275,PAL,5,Atacante,7,11.1,0.0,3.44,5,0.0,False,0.0,,,,1.0,3.0,,0.0,,1.0,2.0,1.0,,,,,,,,,True,CAM,0.0,,estavel,3.4,0.24,0.07,0.625,4.387,-0.59,armadilha_leve,0.247,116,Provável
97653,Murilo,275,PAL,3,Zagueiro,7,6.58,-0.6,3.37,16,1.2,True,1.0,13.0,21.0,3.0,2.0,3.0,,5.0,,1.0,1.0,,,,,,1.0,,,,True,CAM,0.0,,baixa,1.2,1.75,0.519,1.0,3.497,0.487,neutro,0.531,25,Provável
102130,Piquerez,275,PAL,2,Lateral,7,11.52,0.09,6.58,7,7.5,True,2.0,10.0,4.0,2.0,3.0,9.0,1.0,2.0,,,0.0,,,,,,,,,,True,CAM,0.0,,estavel,7.5,4.29,0.652,0.875,5.827,0.319,neutro,0.443,65,Provável
104084,Carlos Miguel,275,PAL,1,Goleiro,7,8.56,-0.3,5.11,18,6.0,True,0.0,,,,,10.0,,6.0,,3.0,0.0,,57.0,14.0,,,,,,,True,CAM,0.0,,estavel,6.0,3.44,0.673,1.0,4.738,0.843,valor_bom,0.554,11,Provável
92811,Bruno Rodrigues,283,CRU,5,Atacante,2,2.99,-0.01,1.6,11,0.8,True,1.0,4.0,5.0,1.0,2.0,11.0,,0.0,,,0.0,1.0,,,,,,,,,True,BOT,0.0,,estavel,0.8,1.15,0.719,1.0,1.264,-0.238,neutro,0.423,78,Dúvida
104085,Bruno Fuchs,275,PAL,3,Zagueiro,7,8.5,0.0,4.21,7,0.0,False,0.0,7.0,5.0,,,1.0,,4.0,,,0.0,,,,,,,,,,True,CAM,0.0,,estavel,4.2,2.5,0.594,0.875,3.965,0.36,neutro,0.408,55,Provável
105647,Maurício,275,PAL,4,Meia,7,9.28,3.14,3.77,16,21.4,True,1.0,10.0,13.0,7.0,9.0,12.0,,0.0,,1.0,3.0,2.0,,,,,,,,,True,CAM,0.0,,alta,21.4,2.52,0.668,1.0,3.848,-0.034,neutro,0.415,105,Provável
110506,Abel Ferreira,275,PAL,6,Técnico,7,12.27,0.05,6.57,19,7.74,True,0.0,,,,,,,0.0,13.0,,0.0,,,,,,,,,,True,CAM,0.0,,estavel,7.7,6.57,1.0,1.0,6.393,0.449,neutro,0.521,14,Provável
124526,Giay,275,PAL,2,Lateral,2,7.52,0.0,4.71,15,0.0,False,0.0,26.0,19.0,1.0,1.0,17.0,,6.0,,3.0,0.0,1.0,,,,,,,,,True,CAM,0.0,,estavel,4.7,3.51,0.745,1.0,4.869,0.625,valor_bom,0.647,11,Dúvida
82775,Lucas Ramon,276,SAO,2,Lateral,7,10.75,0.32,5.82,13,5.0,True,1.0,30.0,7.0,3.0,4.0,18.0,,3.0,,,0.0,1.0,,,,,1.0,,,,False,FLA,0.0,,estavel,5.0,4.74,0.814,1.0,5.571,0.27,neutro,0.518,49,Provável
104027,Rafael Guanaes,2305,MIR,6,Técnico,7,7.04,0.0,4.16,16,0.0,False,0.0,,,,,,,0.0,4.0,,0.0,,,,,,,,,,False,VAS,0.0,,estavel,4.2,4.16,1.0,1.0,4.428,0.147,neutro,0.629,3,Provável
97460,João Victor,2305,MIR,3,Zagueiro,7,4.48,0.0,2.0,16,0.0,False,1.0,15.0,10.0,2.0,2.0,5.0,,1.0,,1.0,0.0,1.0,,,,,,1.0,,,False,VAS,0.0,,estavel,2.0,1.5,0.75,1.0,2.182,-0.018,neutro,0.487,34,Provável
105903,Aldo Filho,2305,MIR,4,Meia,7,4.17,0.0,2.26,14,0.0,False,1.0,18.0,19.0,3.0,6.0,8.0,,0.0,,7.0,0.0,1.0,,,,,,,,,False,VAS,0.0,,estavel,2.3,1.9,0.841,1.0,2.168,0.124,neutro,0.52,49,Provável
97321,Alesson,2305,MIR,5,Atacante,7,9.29,0.0,5.13,16,0.0,False,3.0,25.0,14.0,12.0,7.0,25.0,1.0,0.0,,1.0,0.0,7.0,,,,,,,,,False,VAS,0.0,,estavel,5.1,4.19,0.817,1.0,5.08,0.634,valor_bom,0.547,41,Provável
83257,Gabriel,277,SAN,5,Atacante,7,9.26,0.0,5.04,11,0.0,False,2.0,3.0,5.0,,9.0,6.0,,0.0,,4.0,5.0,8.0,,,,,1.0,,,,True,CHA,0.0,,estavel,5.0,0.49,0.097,1.0,5.014,0.576,valor_bom,0.541,45,Provável
102975,Escobar,277,SAN,2,Lateral,7,10.22,0.0,6.44,12,0.0,False,1.0,33.0,12.0,1.0,4.0,10.0,1.0,4.0,,5.0,0.0,1.0,,,1.0,,,,,,True,CHA,0.0,,estavel,6.4,5.02,0.78,1.0,5.931,0.787,valor_bom,0.58,32,Provável
95466,Igor Vinícius,277,SAN,2,Lateral,7,9.34,0.0,6.19,12,0.0,False,1.0,32.0,12.0,2.0,,13.0,,4.0,,4.0,0.0,,,,,,,,,,True,CHA,0.0,,estavel,6.2,4.77,0.771,1.0,5.781,0.906,valor_bom,0.619,15,Provável
104204,Edson Carioca,2305,MIR,5,Atacante,7,4.2,0.0,2.08,10,0.0,False,0.0,7.0,12.0,1.0,8.0,5.0,,0.0,,4.0,1.0,1.0,,,,,,,,,False,VAS,0.0,,estavel,2.1,1.28,0.615,1.0,2.053,-0.278,neutro,0.489,60,Provável
141754,Gabriel Bontempo,277,SAN,4,Meia,7,4.71,0.0,3.54,15,0.0,False,2.0,22.0,7.0,1.0,5.0,16.0,,0.0,,2.0,0.0,,,,,,,,1.0,,True,CHA,0.0,,estavel,3.5,2.87,0.811,1.0,3.007,0.768,valor_bom,0.638,3,Provável
78478,Willian Arão,277,SAN,4,Meia,2,6.08,0.0,2.7,12,0.0,False,0.0,20.0,5.0,,,4.0,1.0,0.0,,1.0,0.0,,,,,,,,,,True,CHA,0.0,,estavel,2.7,2.7,1.0,1.0,3.222,0.371,neutro,0.53,39,Dúvida
91866,Zé Ivaldo,364,REM,3,Zagueiro,7,5.58,-0.17,1.98,5,2.3,True,0.0,7.0,1.0,2.0,1.0,3.0,,0.0,,1.0,0.0,,,,1.0,,,1.0,,,True,VIT,0.0,,estavel,2.3,1.98,1.0,0.625,2.327,-0.372,neutro,0.261,65,Provável
80570,Wendell,276,SAO,2,Lateral,7,8.5,0.24,4.26,13,4.6,True,3.0,20.0,29.0,1.0,3.0,7.0,,3.0,,3.0,0.0,1.0,,,,,,,,,False,FLA,0.0,,estavel,4.6,2.41,0.566,1.0,4.606,-0.001,neutro,0.542,42,Provável
89840,Calleri,276,SAO,5,Atacante,7,11.68,-0.02,5.68,17,2.6,True,1.0,11.0,25.0,6.0,17.0,37.0,,0.0,,3.0,6.0,7.0,,,1.0,,,,,,False,FLA,0.0,,estavel,2.6,2.56,0.451,1.0,5.456,0.351,neutro,0.467,67,Provável
91573,Arboleda,276,SAO,3,Zagueiro,7,9.21,0.26,4.05,7,4.5,True,0.0,13.0,5.0,,,1.0,,2.0,,,0.0,1.0,,,,,,,,,False,FLA,0.0,,estavel,4.5,3.19,0.788,0.875,3.89,0.08,neutro,0.37,59,Provável
107873,Bobadilla,276,SAO,4,Meia,7,8.22,-0.93,4.12,15,1.2,True,2.0,31.0,20.0,5.0,3.0,6.0,1.0,0.0,,3.0,0.0,1.0,,,,,,,,,False,FLA,0.0,,baixa,1.2,3.45,0.837,1.0,4.08,0.548,valor_bom,0.496,60,Provável
106294,Marcos Antônio,276,SAO,4,Meia,7,6.58,0.44,2.68,13,3.6,True,2.0,12.0,11.0,2.0,4.0,11.0,,0.0,,1.0,0.0,1.0,,,,,,,,,False,FLA,0.0,,estavel,3.6,1.91,0.713,1.0,3.185,0.128,neutro,0.484,66,Provável
105300,Ferraresi,263,BOT,3,Zagueiro,7,5.26,0.0,2.5,14,0.0,False,0.0,17.0,14.0,,3.0,7.0,,1.0,,2.0,1.0,1.0,,,,,,1.0,,,False,CRU,0.0,,estavel,2.5,1.86,0.744,1.0,2.516,-0.031,neutro,0.478,36,Provável
113359,Pablo Maia,276,SAO,4,Meia,7,4.4,0.26,1.4,11,2.7,True,0.0,8.0,15.0,1.0,4.0,9.0,,0.0,,1.0,0.0,,,,,,,,,,False,FLA,0.0,,estavel,2.7,1.4,1.0,1.0,1.655,-0.578,armadilha_leve,0.376,122,Provável
71123,Thiago Mendes,267,VAS,4,Meia,7,7.83,0.0,4.39,16,0.0,False,1.0,11.0,13.0,3.0,5.0,38.0,,0.0,,6.0,4.0,1.0,,,,,,,,,True,MIR,0.0,,estavel,4.4,2.83,0.645,1.0,4.262,0.879,valor_bom,0.544,34,Provável
72391,Fernando Diniz,264,COR,6,Técnico,7,9.89,0.63,5.81,12,10.48,True,0.0,,,,,,,0.0,5.0,,0.0,,,,,,,,,,False,BAH,0.0,,alta,10.5,5.81,1.0,1.0,5.547,0.272,neutro,0.561,8,Provável
97095,Carlos Cuesta,267,VAS,3,Zagueiro,7,5.11,0.0,1.88,8,0.0,False,1.0,6.0,12.0,,2.0,4.0,1.0,1.0,,1.0,0.0,,,,,,1.0,1.0,,,True,MIR,0.0,,estavel,1.9,0.88,0.468,1.0,2.212,-0.289,neutro,0.433,50,Provável
111682,Adson,267,VAS,4,Meia,7,6.45,0.0,3.51,8,0.0,False,0.0,10.0,4.0,5.0,6.0,7.0,,0.0,,,0.0,,,,,,,,,,True,MIR,0.0,,estavel,3.5,3.51,1.0,1.0,3.758,0.819,valor_bom,0.583,18,Provável
122485,Barros,267,VAS,4,Meia,7,8.85,0.0,4.96,15,0.0,False,0.0,25.0,27.0,,10.0,42.0,,0.0,,4.0,3.0,,,,1.0,,1.0,,,,True,MIR,0.0,,estavel,5.0,3.96,0.798,1.0,4.628,0.964,valor_bom,0.523,45,Provável
116706,Andrés Gómez,267,VAS,5,Atacante,7,11.97,0.0,7.3,16,0.0,False,2.0,27.0,22.0,13.0,21.0,28.0,3.0,0.0,,6.0,3.0,5.0,,,,,,,,,True,MIR,0.0,,estavel,7.3,5.17,0.708,1.0,6.526,1.371,valor_bom,0.545,43,Provável
142279,Nuno Moreira,267,VAS,4,Meia,7,5.37,0.0,2.3,15,0.0,False,1.0,9.0,10.0,3.0,7.0,8.0,,0.0,,2.0,1.0,1.0,,,,,,,,,True,MIR,0.0,,estavel,2.3,1.63,0.709,1.0,2.198,-0.46,neutro,0.409,109,Provável
117330,Robert Renan,267,VAS,3,Zagueiro,7,4.65,0.0,2.06,18,0.0,False,0.0,17.0,17.0,1.0,2.0,4.0,,1.0,,1.0,1.0,,,,,,,,,,True,MIR,0.0,,estavel,2.1,1.56,0.757,1.0,2.209,-0.075,neutro,0.475,37,Provável
99213,Puma Rodríguez,267,VAS,2,Lateral,2,8.19,0.0,5.35,12,0.0,False,4.0,10.0,4.0,6.0,6.0,1.0,,1.0,,3.0,2.0,1.0,,,,,,,,,True,MIR,0.0,,estavel,5.3,2.43,0.454,1.0,5.277,0.787,valor_bom,0.644,12,Dúvida
93716,Paulo Henrique,267,VAS,2,Lateral,2,7.25,0.0,2.94,12,0.0,False,2.0,14.0,10.0,1.0,2.0,17.0,,0.0,,3.0,0.0,,,,1.0,,,,,,True,MIR,0.0,,estavel,2.9,2.11,0.718,1.0,3.831,-0.317,neutro,0.528,44,Dúvida
90703,Matheuzinho,287,VIT,4,Meia,7,6.68,0.0,3.46,15,0.0,False,1.0,8.0,6.0,10.0,8.0,23.0,,0.0,,2.0,1.0,,,,,,,,1.0,,False,REM,0.0,,estavel,3.5,2.79,0.806,1.0,3.65,0.608,valor_bom,0.546,30,Provável
92180,Jair Ventura,287,VIT,6,Técnico,7,8.87,0.0,5.46,16,0.0,False,0.0,,,,,,,0.0,6.0,,0.0,,,,,,,,,,False,REM,0.0,,estavel,5.5,5.46,1.0,1.0,5.357,0.373,neutro,0.604,6,Provável
99440,Baralhas,287,VIT,4,Meia,7,9.16,0.0,5.37,13,0.0,False,2.0,27.0,24.0,,8.0,16.0,,0.0,,4.0,2.0,,,,,,,,,,False,REM,0.0,,estavel,5.4,3.83,0.713,1.0,4.85,1.121,valor_bom,0.529,40,Provável
90588,Caíque,287,VIT,4,Meia,2,4.29,0.0,2.1,14,0.0,False,0.0,19.0,17.0,1.0,1.0,16.0,,0.0,,3.0,0.0,,,,1.0,,,,,,False,REM,0.0,,estavel,2.1,2.1,1.0,1.0,2.066,-0.058,neutro,0.482,68,Dúvida
104118,Lucas Arcanjo,287,VIT,1,Goleiro,7,9.99,0.0,5.99,13,0.0,False,0.0,,,,,,,5.0,,1.0,0.0,,43.0,15.0,1.0,,,,,2.0,False,REM,0.0,,estavel,6.0,4.07,0.679,1.0,5.194,0.907,valor_bom,0.52,12,Provável
80129,Jadson,293,CAP,4,Meia,7,4.37,-0.58,2.63,12,-0.6,True,1.0,19.0,16.0,,1.0,12.0,,0.0,,4.0,0.0,,,,,,,,,,True,INT,0.0,,baixa,2.6,2.21,0.84,1.0,2.381,0.25,neutro,0.545,31,Provável
101597,Ramon,287,VIT,2,Lateral,7,8.73,0.0,5.41,13,0.0,False,0.0,18.0,21.0,2.0,4.0,10.0,,5.0,,2.0,2.0,,,,,,,,,,False,REM,0.0,,estavel,5.4,3.33,0.616,1.0,5.318,0.639,valor_bom,0.609,20,Provável
