atleta_id,nome,clube_id,clube,posicao_id,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,scout_DE,scout_FS,scout_GS,scout_SG,scout_CA,scout_DS,scout_FC,scout_I,scout_FD,scout_FF,scout_FT,scout_PC,scout_A,scout_G,scout_PP,scout_PS,scout_CV,scout_V,scout_DP,scout_GC
99552,Rossi,262,FLA,1,Goleiro,7,9.14,-0.11,5.25,4,6.8,10.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,
130843,Arthur Dias,293,CAP,3,Zagueiro,7,5.0,-0.3,3.37,4,0.5,,3.0,,1.0,1.0,6.0,3.0,1.0,,,,,,,,,,,,
97900,Vitão,262,FLA,3,Zagueiro,6,10.65,1.65,6.5,1,6.5,,,,1.0,,1.0,,,,,,,,,,,,,,
110426,Bernabei,285,INT,2,Lateral,7,8.17,0.82,3.28,6,6.5,,7.0,,,2.0,7.0,9.0,4.0,4.0,5.0,1.0,1.0,,,,,,,,
124674,Felipe Negrucci,276,SAO,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
51772,Everton Ribeiro,265,BAH,4,Meia,5,10.45,0.0,5.87,3,0.0,,8.0,,,,5.0,3.0,,1.0,1.0,,,1.0,,,,,,,
130806,Kauan,315,CHA,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
89274,Andreas Pereira,275,PAL,4,Meia,7,14.05,-1.17,7.27,6,0.0,,2.0,,,1.0,7.0,9.0,,1.0,2.0,,,5.0,1.0,,,,,,
112709,Kaiki Bruno,283,CRU,2,Lateral,7,11.3,1.64,4.67,6,12.0,,7.0,,,1.0,13.0,6.0,,1.0,2.0,,,1.0,,,,,,,
89837,Lucho Acosta,266,FLU,4,Meia,7,12.77,0.08,8.87,6,6.3,,7.0,,,1.0,11.0,8.0,,3.0,5.0,,,1.0,3.0,,,,,,
68708,Eduardo,2305,MIR,4,Meia,5,6.9,0.0,4.2,3,0.0,,5.0,,,,1.0,6.0,,2.0,,,,,1.0,,,,,,
140438,David,315,CHA,4,Meia,6,0.69,-0.16,-0.15,2,-0.3,,,,,,,1.0,,,,,,,,,,,,,
141776,Gustavo Henrique,277,SAN,4,Meia,6,2.58,0.58,2.0,1,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,
78850,Reinaldo,2305,MIR,2,Lateral,7,9.75,-1.14,0.23,4,-0.9,,3.0,,,2.0,1.0,3.0,,,1.0,,,,,,,,,,
126471,Barreal,277,SAN,4,Meia,6,12.01,-0.8,5.96,5,4.1,,6.0,,,1.0,10.0,9.0,1.0,3.0,5.0,,,,1.0,,,,,,
39148,Hulk,282,CAM,5,Atacante,7,12.7,-1.43,6.07,6,0.5,,18.0,,,,4.0,5.0,3.0,1.0,5.0,,,2.0,1.0,,,,,,
89368,Braithwaite,284,GRE,5,Atacante,6,13.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
80287,Luciano,276,SAO,5,Atacante,7,15.49,-2.29,6.82,5,1.2,,10.0,,,2.0,5.0,6.0,2.0,3.0,5.0,,,1.0,2.0,1.0,1.0,,,,
100652,Yuri Alberto,264,COR,5,Atacante,6,14.76,0.0,1.85,2,0.0,,1.0,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,
147297,William Fernando,283,CRU,2,Lateral,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
144423,Nicolas Pontes,283,CRU,2,Lateral,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
133673,Mateus Xavier,277,SAN,5,Atacante,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
115025,Miguelito,277,SAN,4,Meia,6,4.04,0.0,1.9,4,0.0,,1.0,,,,3.0,2.0,,,4.0,,,,,,,,,,
117842,Vitinho,283,CRU,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
142049,Bruno Alves,283,CRU,3,Zagueiro,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
123649,Janderson,283,CRU,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
128433,Johan Rojas,267,VAS,4,Meia,6,3.96,0.1,0.94,5,-1.0,,,,,1.0,2.0,4.0,1.0,2.0,2.0,,,,,,,,,,
146991,Rhuan Gabriel,283,CRU,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
86292,Bolasie,315,CHA,5,Atacante,7,4.45,-0.49,1.27,4,0.9,,7.0,,,1.0,1.0,5.0,,,2.0,,,,,,1.0,,,,
106104,Enamorado,284,GRE,5,Atacante,7,6.82,-1.55,3.1,5,0.0,,5.0,,,1.0,3.0,5.0,,3.0,3.0,,,1.0,,,,,,,
91639,Igor Cariús,2305,MIR,2,Lateral,5,2.94,0.0,1.0,1,0.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,
142130,Marcelo Eráclito,283,CRU,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147287,Kaiquy Luiz,283,CRU,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
94583,Pedro,262,FLA,5,Atacante,7,19.02,-0.67,9.45,4,11.8,,8.0,,,,8.0,4.0,,1.0,1.0,,,1.0,2.0,,,,,,
112367,Thalisson Gabriel,364,REM,3,Zagueiro,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
118655,Saldivia,267,VAS,3,Zagueiro,7,5.44,-0.27,1.53,3,1.3,,4.0,,,,2.0,4.0,,,1.0,,,,,,,,,,
114802,Vitor Roque,275,PAL,5,Atacante,7,21.71,0.0,11.8,4,0.0,,13.0,,,1.0,7.0,6.0,2.0,3.0,2.0,1.0,,,3.0,,1.0,,,,
78946,Dória,276,SAO,3,Zagueiro,6,7.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
103445,Kaio Jorge,283,CRU,5,Atacante,2,12.66,0.0,4.42,4,0.0,,3.0,,,,,2.0,4.0,3.0,7.0,,,,1.0,,,,,,
131516,JP Chermont,294,CFC,2,Lateral,7,6.35,2.69,6.73,3,13.0,,2.0,,2.0,,3.0,1.0,,,,,,1.0,,,,,,,
124758,Gustavo Henrique,280,RBB,3,Zagueiro,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
126182,Paulinho,285,INT,4,Meia,3,3.8,-1.36,2.12,6,-1.1,,8.0,,,3.0,8.0,10.0,1.0,1.0,2.0,,,,,,,,,,
101908,Willian Machado,2305,MIR,3,Zagueiro,7,5.24,0.35,3.05,4,3.5,,4.0,,,1.0,6.0,2.0,,1.0,2.0,,,,,,,,,,
108713,Galeano,2305,MIR,5,Atacante,6,5.79,0.0,1.17,3,0.0,,,,,,,,1.0,3.0,,,,,,,,,,,
145400,Cauê,280,RBB,2,Lateral,7,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
115986,Denilson,2305,MIR,4,Meia,6,4.74,0.0,1.4,1,0.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,
81121,Lucas Mugni,2305,MIR,4,Meia,6,7.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
126120,Marcelinho,280,RBB,4,Meia,6,3.03,0.0,6.3,1,0.0,,,,,,,1.0,,,2.0,,,1.0,,,,,,,
130280,Phillipe Gabriel,267,VAS,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
94514,Lucas Oliveira,2305,MIR,3,Zagueiro,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
141139,Mateus Iseppe,282,CAM,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
133696,Wallace Davi,263,BOT,4,Meia,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
132412,Román Gómez,265,BAH,2,Lateral,2,8.87,0.0,12.5,1,0.0,,,,1.0,,5.0,,,,,,,,,,,,,,
90061,Bruno Pacheco,315,CHA,2,Lateral,6,6.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147090,Kauã Pascini,282,CAM,2,Lateral,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
141131,Vitão,282,CAM,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
94154,Maycon,282,CAM,4,Meia,5,5.9,0.0,2.4,4,0.0,,2.0,,,,6.0,4.0,,,1.0,,,,,,,,,,
83433,Patrick,364,REM,4,Meia,6,4.45,0.43,1.75,4,3.7,,4.0,,,,3.0,1.0,,,1.0,,,,,,,,,,
114040,Minda,282,CAM,5,Atacante,6,7.02,-0.97,1.07,3,0.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
51413,Walter,2305,MIR,1,Goleiro,7,5.63,0.37,3.05,4,2.9,14.0,,6.0,,,,,,,,,,,,,,,,,
141873,Jacaré,264,COR,2,Lateral,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
102909,Luan,276,SAO,4,Meia,6,3.48,0.0,0.75,2,0.0,,,,,,1.0,,,,,,,,,,,,,,
70666,Marllon,364,REM,3,Zagueiro,7,5.38,-0.5,3.3,6,0.5,,7.0,,,1.0,12.0,5.0,,,1.0,,,,,,,,,,
70449,Gabriel,287,VIT,1,Goleiro,6,5.6,0.0,2.2,2,0.0,3.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,
91251,Rodrigues,2305,MIR,3,Zagueiro,6,4.11,0.0,2.0,1,0.0,,1.0,,,,1.0,,,,,,,,,,,,,,
116034,Victor Hugo,282,CAM,4,Meia,7,6.83,-0.72,5.0,6,0.0,,2.0,,,,4.0,,,1.0,1.0,,,1.0,2.0,,,,,,
103183,Andrew,262,FLA,1,Goleiro,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
130048,Noriega,284,GRE,3,Zagueiro,7,7.12,-1.13,5.42,5,-1.5,,6.0,,,1.0,9.0,10.0,,,2.0,,,1.0,1.0,,,,,,
100342,Léo Andrade,364,REM,3,Zagueiro,6,4.79,0.0,2.95,4,0.0,,1.0,,,1.0,9.0,4.0,,,,,,,,,,,,,
106708,Igor Formiga,2305,MIR,2,Lateral,7,7.33,0.68,4.48,4,4.7,,1.0,,,,6.0,4.0,,,2.0,,,,1.0,,,,,,
103388,Emmanuel Martínez,287,VIT,4,Meia,7,7.35,1.19,5.6,2,6.7,,8.0,,,,6.0,6.0,,,,,,,,,,,,,
93988,Breno Lopes,294,CFC,5,Atacante,7,8.54,-0.37,5.2,6,0.1,,8.0,,,1.0,3.0,6.0,5.0,1.0,1.0,,,,3.0,,,,,,
89256,Gerson,283,CRU,4,Meia,7,8.11,-0.2,2.32,6,2.2,,10.0,,,2.0,7.0,6.0,2.0,2.0,,,,,,,,,,,
69208,Gabriel Paulista,264,COR,3,Zagueiro,7,10.24,-0.8,6.0,4,2.2,,3.0,,1.0,,5.0,4.0,,,4.0,,,,1.0,,,,,,
141614,Paulinho,276,SAO,5,Atacante,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
105089,Tetê,284,GRE,5,Atacante,6,12.3,0.51,6.67,4,6.8,,5.0,,,,5.0,1.0,,1.0,6.0,1.0,,,1.0,,,,,,
106302,Preciado,282,CAM,2,Lateral,2,7.12,-0.62,3.15,4,3.2,,5.0,,1.0,1.0,4.0,5.0,,,2.0,,,,,,,,,,
105157,Villagra,285,INT,4,Meia,6,6.55,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
147194,Bruninho,293,CAP,4,Meia,6,2.57,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
147864,Rafael Monti,364,REM,5,Atacante,6,3.56,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
71536,Luiz Gustavo,293,CAP,4,Meia,7,7.8,2.44,4.8,3,11.9,,4.0,,,1.0,4.0,2.0,,,,,,,1.0,,,,,,
123689,Milans,264,COR,2,Lateral,6,7.21,0.0,4.9,1,0.0,,2.0,,,,3.0,2.0,,,,,,,,,,,,,
110633,Gustavo,294,CFC,4,Meia,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
114308,Cufré,364,REM,2,Lateral,6,3.45,0.0,-0.3,1,0.0,,,,,,,1.0,,,,,,,,,,,,,
89918,Everton Galdino,2305,MIR,5,Atacante,6,2.84,0.0,0.57,3,0.0,,1.0,,,,,,,1.0,,,,,,,,,,,
113125,Picco,364,REM,4,Meia,7,6.79,-0.06,4.64,5,1.9,,,,,1.0,10.0,8.0,,1.0,3.0,,,,1.0,,,,,,
146374,Gilberto,293,CAP,2,Lateral,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
122554,Freitas,364,REM,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
142265,Dell,265,BAH,5,Atacante,6,2.2,0.32,0.97,3,1.4,,3.0,,,,2.0,2.0,,1.0,1.0,,,,,,,1.0,,,
97906,Riccieli,287,VIT,3,Zagueiro,6,4.85,0.0,3.5,2,0.0,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,
105842,Edu,287,VIT,3,Zagueiro,5,4.13,0.0,1.5,1,0.0,,,,,,1.0,,,,,,,,,,,,,,
146623,Luis Pacheco,275,PAL,4,Meia,6,2.54,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
86859,José Welison,364,REM,4,Meia,6,2.32,-0.16,-0.15,4,0.0,,,,,1.0,,4.0,,,2.0,,,,,,,,,,
68952,Marinho,287,VIT,5,Atacante,2,5.91,-0.8,1.8,2,0.0,,2.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,
95362,Cassierra,282,CAM,5,Atacante,7,7.45,-0.75,0.7,3,0.8,,1.0,,,,,,,,2.0,,,,,,,,,,
110598,Marino Hinestroza,267,VAS,5,Atacante,6,7.08,0.0,1.47,3,0.0,,3.0,,,,2.0,3.0,,,1.0,,,,,,,,,,
107859,Fintelman,287,VIT,1,Goleiro,5,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
90370,Matheus Pereira,264,COR,4,Meia,6,5.21,0.0,1.6,2,0.0,,,,,,2.0,2.0,,,1.0,,,,,,,,,,
145436,Belé,275,PAL,5,Atacante,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
87552,Vitor Bueno,364,REM,4,Meia,7,7.01,-0.33,3.56,5,2.0,,5.0,,,,2.0,3.0,,3.0,2.0,,,,1.0,,,,,,
99789,Brenner,267,VAS,5,Atacante,6,9.4,1.17,4.68,4,8.0,,4.0,,,1.0,,1.0,,2.0,2.0,2.0,,,1.0,,,,,,
140496,Tiaguinho,284,GRE,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147088,Cissé,282,CAM,4,Meia,5,1.72,0.0,1.65,2,0.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,
107075,Yuri Sena,287,VIT,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
107093,Luciano Juba,265,BAH,2,Lateral,7,9.87,0.11,7.02,5,4.2,,5.0,,2.0,1.0,7.0,3.0,,3.0,3.0,,,,1.0,,,,,,
145404,Arthur,275,PAL,2,Lateral,6,2.38,1.72,2.23,3,7.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
101729,Fabinho,294,CFC,5,Atacante,6,2.11,-0.15,-0.13,3,0.0,,,,,1.0,,2.0,,1.0,,,,,,,,,,,
141628,Pablo Lúcio,262,FLA,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
130906,Riquelme,293,CAP,4,Meia,6,0.71,0.0,-0.3,1,0.0,,,,,,,1.0,,,,,,,,,,,,,
130608,Riquelme Fillipi,275,PAL,5,Atacante,6,0.71,0.0,-0.3,1,0.0,,,,,,,1.0,,,,,,,,,,,,,
147202,João Bezerra,285,INT,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
104134,Fabri,287,VIT,5,Atacante,6,5.51,-0.52,3.65,4,0.0,,2.0,,,,2.0,2.0,,2.0,1.0,1.0,,1.0,,,,,,,
141406,Andrey Fernandes,267,VAS,5,Atacante,6,1.41,0.0,1.7,1,0.0,,1.0,,,,,,,1.0,,,,,,,,,,,
141551,Índio,282,CAM,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
130847,Zé Breno,287,VIT,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
146632,Alisson,285,INT,2,Lateral,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
142638,João Victor,285,INT,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
94930,Lucas Paquetá,262,FLA,4,Meia,7,16.85,-0.4,6.23,3,6.8,,9.0,,,1.0,8.0,8.0,,2.0,4.0,,,,,,,,,,
147788,Arthur Izaque,263,BOT,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147782,Arthur Novaes,263,BOT,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147883,João Vitor,267,VAS,5,Atacante,6,0.72,0.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,
130698,Kadu,263,BOT,2,Lateral,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
118844,Kaio César,264,COR,5,Atacante,6,10.83,2.83,9.3,1,9.3,,3.0,,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,
142086,Kauan Toledo,263,BOT,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
145036,Fernando Pradella,277,SAN,5,Atacante,6,0.82,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
141615,Pedro Ferreira,276,SAO,4,Meia,6,1.04,0.0,0.5,1,0.0,,1.0,,,,,,,,,,,,,,,,,,
123738,Herrera,280,RBB,5,Atacante,7,6.12,0.84,3.95,4,8.0,,3.0,,,1.0,4.0,6.0,1.0,2.0,1.0,,,,1.0,,,,,,
101715,Alerrandro,285,INT,5,Atacante,2,5.73,-0.29,1.22,5,2.6,,7.0,,,,,1.0,3.0,,4.0,,,,,,,,,,
129666,JP,267,VAS,4,Meia,6,1.25,0.25,0.9,1,0.9,,,,,,1.0,2.0,,,,,,,,,,,,,
148103,Rafael Soares,364,REM,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
108131,Garcez,315,CHA,5,Atacante,5,4.29,0.0,2.4,2,0.0,,3.0,,,,1.0,2.0,,,3.0,,,,,,,,,,
90608,Chico da Costa,283,CRU,5,Atacante,6,6.31,1.52,4.0,2,7.1,,,,,,1.0,3.0,,2.0,,,,1.0,,,,,,,
141126,Pedro Cobra,282,CAM,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
122413,Pablo Baianinho,287,VIT,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
82407,Chico Kim,2305,MIR,4,Meia,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
148109,Filipe Lima,364,REM,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
112939,Catarozzi,364,REM,4,Meia,6,5.41,0.0,0.9,1,0.0,,,,,,1.0,2.0,,,,,,,,,,,,,
141991,Tico,364,REM,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
130438,Diego,285,INT,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147546,Roger,284,GRE,4,Meia,6,1.5,0.0,1.2,2,0.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
116065,Cuiabano,267,VAS,2,Lateral,7,12.6,1.02,9.1,3,11.6,,2.0,,,,7.0,4.0,,2.0,2.0,,,1.0,1.0,,,,,,
143463,Wesley Natã,266,FLU,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
148152,Ararat,294,CFC,4,Meia,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
127969,Matheus Reis,266,FLU,5,Atacante,5,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
108162,Nardoni,284,GRE,4,Meia,7,10.19,1.82,4.3,3,11.0,,4.0,,,1.0,3.0,2.0,,,,,,,1.0,,,,,,
97911,Lucas Silva,287,VIT,5,Atacante,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
99815,Arias,275,PAL,4,Meia,7,15.69,-0.71,6.6,3,6.4,,4.0,,,1.0,11.0,3.0,,2.0,1.0,,,,,,,,,,
146410,Marquinhos,263,BOT,4,Meia,6,0.85,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
148124,Vinicius,315,CHA,3,Zagueiro,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147429,Brayan,294,CFC,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
143173,Leonel Pérez,284,GRE,4,Meia,6,4.33,0.0,-0.3,1,0.0,,,,,,,1.0,,,,,,,,,,,,,
110144,Spinelli,267,VAS,5,Atacante,6,5.6,0.0,1.13,3,0.0,,,,,,2.0,4.0,,,2.0,,,,,,,,,,
148215,Djhordney,276,SAO,4,Meia,6,0.64,0.0,-1.6,1,0.0,,,,,1.0,,2.0,,,,,,,,,,,,,
146430,Justino,263,BOT,3,Zagueiro,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
148206,Nadson,277,SAN,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
130393,Luiz Gustavo,265,BAH,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
131763,Yuri Leles,280,RBB,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
141165,Enzo Vagner,294,CFC,5,Atacante,6,1.04,0.0,0.5,1,0.0,,,,,,,1.0,,,1.0,,,,,,,,,,
93371,Rodrigo Rodrigues,294,CFC,5,Atacante,5,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
141595,Gabriel Mec,284,GRE,5,Atacante,2,1.65,-0.27,1.57,3,0.7,,4.0,,,1.0,2.0,3.0,,,2.0,,,,,,,,,,
97899,Matheus Bahia,285,INT,2,Lateral,2,6.98,-0.02,1.7,1,1.7,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
131964,Jhoan Hernández,263,BOT,2,Lateral,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
124386,Kainã,315,CHA,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
105048,Jajá,364,REM,5,Atacante,6,3.98,1.3,3.23,3,6.1,,5.0,,,1.0,3.0,2.0,1.0,1.0,4.0,,,,,,,,,,
104666,Moisés,277,SAN,5,Atacante,6,5.61,0.0,3.05,2,0.0,,1.0,,,,,2.0,,1.0,,,,1.0,,,,,,,
109987,Medina,263,BOT,4,Meia,7,8.35,0.35,2.9,1,2.9,,3.0,,,,1.0,3.0,,,1.0,,,,,,,,,,
104036,Labyad,264,COR,4,Meia,6,5.53,0.0,0.5,1,0.0,,1.0,,,,,,,,,,,,,,,,,,
133671,Gustavo Reis,280,RBB,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
145563,João Ananias,277,SAN,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
139200,Pedro Kauã,285,INT,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147545,Jefinho,284,GRE,4,Meia,6,1.46,0.0,1.5,1,0.0,,,,,,1.0,,,,,,,,,,,,,,
143465,Keven Samuel,266,FLU,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
132553,Jemmes,266,FLU,3,Zagueiro,7,7.16,-1.48,4.98,5,0.0,,3.0,,2.0,1.0,10.0,2.0,,,,,,,,,,,,,
101807,Oliva,277,SAN,4,Meia,7,7.23,2.23,7.0,1,7.0,,1.0,,,,4.0,1.0,,,1.0,,,,,,,,,,
92747,Eduardo Domínguez,282,CAM,6,Técnico,7,10.85,-0.66,5.35,2,2.55,,,,,,,,,,,,,,,,,,1.0,,
142275,Luiz Felipe,262,FLA,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147875,Daniel Silva,262,FLA,3,Zagueiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
93834,Keiller,294,CFC,1,Goleiro,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
124219,Millán,266,FLU,3,Zagueiro,6,6.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
100804,Tchamba,364,REM,3,Zagueiro,7,4.4,-0.5,0.7,2,0.2,,1.0,,,,1.0,2.0,,,,,,,,,,,,,
93368,Lucas Veríssimo,277,SAN,3,Zagueiro,7,8.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
116137,João Moreira,276,SAO,2,Lateral,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
126189,Tomás Pérez,282,CAM,4,Meia,2,4.42,0.09,0.8,2,1.9,,,,,1.0,2.0,4.0,,,1.0,,,,,,,,,,
41929,Renato Gaúcho,267,VAS,6,Técnico,7,10.53,0.15,5.89,2,4.83,,,,,,,,,,,,,,,,,,1.0,,
88963,Leonardo Jardim,262,FLA,6,Técnico,7,14.76,1.72,10.43,2,11.41,,,,,,,,,,,,,,,,,,2.0,,
141400,Huguinho,263,BOT,4,Meia,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
81720,Lingard,264,COR,5,Atacante,6,6.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
37457,Léo Condé,364,REM,6,Técnico,7,7.21,-0.19,2.63,2,2.3,,,,,,,,,,,,,,,,,,,,
124424,Rodrigo Castillo,266,FLU,5,Atacante,6,7.7,-0.44,2.2,2,1.7,,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
79437,Roger Machado,276,SAO,6,Técnico,7,12.4,-0.1,7.42,2,4.96,,,,,,,,,,,,,,,,,,2.0,,
71898,Gabriel Pires,2305,MIR,4,Meia,6,4.83,-0.17,0.8,1,0.8,,1.0,,,,,3.0,,1.0,,,,,,,,,,,
142260,Bernardo Zortea,284,GRE,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
133690,Bruno Lopes,267,VAS,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
147268,Anderson Pato,287,VIT,5,Atacante,6,3.29,0.29,1.5,1,1.5,,,,,,1.0,,,,,,,,,,,,,,
129661,Wendel,265,BAH,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
115537,Marcos Victor,265,BAH,3,Zagueiro,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
