atleta_id,nome,clube_id,clube,posicao_id,posicao,status_id,preco,variacao,media,jogos,pontos_rodada,scout_DE,scout_FS,scout_GS,scout_SG,scout_CA,scout_DS,scout_FC,scout_I,scout_FD,scout_FF,scout_FT,scout_PC,scout_A,scout_G,scout_PP,scout_PS,scout_CV,scout_V,scout_DP,scout_GC
50742,Gabriel Leite,294,CFC,1,Goleiro,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
71227,Maicon,294,CFC,3,Zagueiro,7,4.91,0.1,2.78,6,5.0,,2.0,,2.0,,4.0,1.0,,,,,,,,,,,,,
81952,Willian Oliveira,294,CFC,4,Meia,6,5.65,0.05,2.86,5,2.7,,2.0,,,,9.0,6.0,,,2.0,,,,,,,,,,
128427,Alejandro García,293,CAP,4,Meia,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
145609,Élan Ricardo,293,CAP,4,Meia,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
84339,Bruno Melo,294,CFC,2,Lateral,7,6.03,0.94,4.2,5,8.0,,2.0,,2.0,1.0,4.0,2.0,2.0,,1.0,,,1.0,,,,,,,
90302,Pedro Rocha,294,CFC,5,Atacante,7,8.04,1.51,4.67,6,8.9,,9.0,,,1.0,1.0,11.0,5.0,3.0,9.0,,,,2.0,,,,,,
97878,Jacy,294,CFC,3,Zagueiro,7,5.21,0.0,3.54,5,0.0,,3.0,,1.0,1.0,3.0,1.0,,,,,,,1.0,,,,,,
84428,Fernando Sobral,294,CFC,4,Meia,6,4.56,0.0,1.5,2,0.0,,,,,,2.0,,,,,,,,,,,,,,
101405,Wallisson,294,CFC,4,Meia,7,5.55,0.29,4.32,4,3.4,,4.0,,,1.0,12.0,8.0,1.0,,1.0,,,,,,,,,,
110708,Pedro Rangel,294,CFC,1,Goleiro,7,5.17,0.79,4.47,3,6.3,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
82628,Tinga,294,CFC,2,Lateral,6,5.55,0.0,3.17,4,0.0,,2.0,,,,8.0,1.0,,,,,,,,,,,,,
117930,Lavega,294,CFC,5,Atacante,6,4.57,-0.26,3.2,6,1.5,,2.0,,,1.0,6.0,3.0,1.0,,4.0,,,,1.0,,,,,,
126977,Fernando Seabra,294,CFC,6,Técnico,7,7.63,0.25,5.89,6,7.16,,,,,,,,,,,,,,,,,,3.0,,
84626,Josué,294,CFC,4,Meia,7,5.2,-1.47,3.32,5,1.2,,6.0,,,,3.0,5.0,,1.0,3.0,,,2.0,,,,1.0,,,
123648,Lucas Ronier,294,CFC,5,Atacante,7,10.74,-1.66,10.08,6,3.7,,15.0,,,2.0,16.0,6.0,,1.0,7.0,1.0,,3.0,1.0,,,,,,
104811,Sebastián Gómez,294,CFC,4,Meia,7,4.26,0.59,2.15,4,4.3,,5.0,,,1.0,4.0,7.0,,2.0,1.0,,,,,,,,,,
112576,Vini Paulista,294,CFC,4,Meia,6,3.16,-0.15,1.97,6,0.0,,4.0,,,,6.0,,,,1.0,,,,,,,,,,
125803,Pedro Morisco,294,CFC,1,Goleiro,5,8.04,0.0,5.0,4,0.0,20.0,2.0,5.0,,1.0,,,,,,,1.0,,,,,,,,
125551,Jean Gabriel,294,CFC,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
133460,Felipe Guimarães,294,CFC,2,Lateral,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
124358,João Almeida,294,CFC,2,Lateral,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
130283,Matheus Dias,294,CFC,4,Meia,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
109127,Tiago Cóser,294,CFC,3,Zagueiro,6,3.0,0.43,2.1,5,4.7,,,,2.0,1.0,2.0,5.0,,,,,,,,,,,,,
124834,Ruan Assis,294,CFC,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
83074,Ygor Vinhas,364,REM,1,Goleiro,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
115840,Benassi,294,CFC,1,Goleiro,5,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
141337,Lucas Taverna,294,CFC,2,Lateral,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
131279,Thiago Azaf,294,CFC,5,Atacante,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
84708,Panagiotis,364,REM,4,Meia,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
90846,Klaus,364,REM,3,Zagueiro,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
85315,Cantillo,364,REM,4,Meia,6,5.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
82730,Marcelo Rangel,364,REM,1,Goleiro,7,4.85,-0.38,3.15,6,1.6,23.0,,11.0,,,,,,,,,,,,,,,,,
97795,Marcelinho,364,REM,2,Lateral,7,2.32,0.15,0.4,3,1.5,,,,,,1.0,1.0,,,,,,,,,,,,,
96831,Carlinhos,364,REM,5,Atacante,6,3.5,0.0,-1.0,0,0.0,,,,,1.0,,,,,,,,,,,,,,,
95555,Sávio,364,REM,2,Lateral,7,4.66,-0.63,2.47,3,0.0,,5.0,,,,3.0,1.0,1.0,,1.0,,,,,,,,,,
97735,Giovanni Pavani,364,REM,4,Meia,6,2.98,0.0,1.5,1,0.0,,,,,,1.0,,,,,,,,,,,,,,
104257,João Lucas,364,REM,2,Lateral,3,4.59,-1.1,2.82,6,-0.8,,6.0,,,3.0,11.0,8.0,,1.0,2.0,,,,,,,,,,
98224,Jáderson,364,REM,4,Meia,6,3.58,-0.29,0.85,2,0.0,,4.0,,,,,1.0,,,,,,,,,,,,,
117338,Yago Ferreira,364,REM,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
102911,Zé Ricardo,364,REM,4,Meia,6,5.21,1.16,3.73,6,7.0,,4.0,,,1.0,15.0,9.0,,,2.0,,,,,,,,,,
107700,Eduardo Melo,364,REM,5,Atacante,5,2.13,0.0,1.4,1,0.0,,,,,,1.0,,1.0,,,,,,,,,,,,
107172,Patrick de Paula,364,REM,4,Meia,7,7.64,0.0,6.02,5,0.0,,11.0,,,3.0,7.0,7.0,,3.0,7.0,,,2.0,,,,,,,
145782,Tassano,364,REM,3,Zagueiro,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
111945,Diego Hernández,364,REM,4,Meia,6,3.92,0.0,1.75,2,0.0,,,,,1.0,2.0,3.0,,2.0,,,,,,,,,,,
143455,PH Gama,364,REM,4,Meia,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
141385,João Victor,364,REM,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
142593,Nicolás Ferreira,364,REM,5,Atacante,6,2.74,0.0,0.2,1,0.0,,,,,,,2.0,,,1.0,,,,,,,,,,
146040,João Pedro,364,REM,5,Atacante,7,3.13,0.0,2.06,5,0.0,,4.0,,,2.0,1.0,9.0,1.0,1.0,3.0,,,,1.0,,,,,,
122441,Kayky Almeida,364,REM,3,Zagueiro,6,2.26,-0.33,1.58,5,0.0,,1.0,,,1.0,5.0,5.0,,2.0,,,,,,,,,,,
83048,Rafael Thyere,315,CHA,3,Zagueiro,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
88293,Neto Pessoa,315,CHA,5,Atacante,6,3.74,0.0,2.8,1,0.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,
141386,Marcos Alexandre,364,REM,1,Goleiro,6,1.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
70958,Jean Carlos,315,CHA,4,Meia,7,9.04,-0.3,7.0,5,2.0,,4.0,,,,2.0,,,2.0,2.0,,,2.0,2.0,,,,,,
68822,Rafael Santos,315,CHA,1,Goleiro,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
73481,Gilmar Dal Pozzo,315,CHA,6,Técnico,7,6.29,0.37,4.74,5,3.85,,,,,,,,,,,,,,,,,,1.0,,
71043,Léo Vieira,315,CHA,1,Goleiro,7,5.29,0.09,4.54,5,3.4,24.0,3.0,9.0,,1.0,,,,,,,,,,,,,,,
97432,Victor Caetano,315,CHA,3,Zagueiro,7,3.73,0.0,2.53,4,0.0,,1.0,,,,7.0,3.0,,,,,,,,,,,,,
95620,Bruno Leonardo,315,CHA,3,Zagueiro,7,3.15,0.11,1.67,4,1.5,,2.0,,,,3.0,,,1.0,,,,,,,,,,,
68938,Giovanni Augusto,315,CHA,4,Meia,6,4.26,0.07,1.58,4,2.5,,6.0,,,,3.0,4.0,,,,,,,,,,,,,
101393,Eduardo Doma,315,CHA,3,Zagueiro,7,3.98,0.25,3.2,5,1.8,,1.0,,,1.0,5.0,2.0,,,2.0,,,,1.0,,,,,,
94286,Perotti,315,CHA,5,Atacante,6,3.69,-0.31,0.2,1,0.2,,1.0,,,,,1.0,,,,,,,,,,,,,
109336,Rafael Carvalheira,315,CHA,4,Meia,7,5.84,1.09,3.18,5,5.7,,,,,1.0,7.0,8.0,,,1.0,,,,1.0,,,,,,
102906,Anderson,315,CHA,1,Goleiro,5,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
107516,Ênio,315,CHA,5,Atacante,6,4.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
95332,Marcinho,315,CHA,5,Atacante,7,3.74,0.76,2.26,5,4.2,,5.0,,,,4.0,2.0,2.0,1.0,3.0,,,,,,,,,,
105664,Walter Clar,315,CHA,2,Lateral,7,8.54,1.52,6.48,5,8.2,,1.0,,,,2.0,3.0,,,1.0,,,1.0,3.0,,,,,,
97969,Marcos Vinícius,315,CHA,2,Lateral,5,2.0,0.0,-1.3,1,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,
104519,Camilo,315,CHA,4,Meia,7,4.76,0.0,2.88,4,0.0,,4.0,,,1.0,8.0,5.0,,,,,,,,,,,,,
103987,Higor Meritão,315,CHA,4,Meia,6,7.52,0.3,5.33,4,3.6,,1.0,,,1.0,10.0,8.0,,1.0,,,,,1.0,,,,,,
107453,João Paulo,315,CHA,3,Zagueiro,6,4.91,0.0,7.0,1,0.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,
116066,Rubens,315,CHA,5,Atacante,6,3.01,0.0,2.83,3,0.0,,1.0,,,,,,,,,,,,1.0,,,,,,
121870,Gustavo Talles,315,CHA,2,Lateral,6,2.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
122138,João Vitor,315,CHA,4,Meia,6,3.67,0.77,2.27,3,4.7,,1.0,,,,3.0,2.0,,,3.0,,,,,,,,,,
111279,Mancha,315,CHA,2,Lateral,6,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
104470,Everton,315,CHA,2,Lateral,7,4.18,-0.14,2.98,5,1.2,,3.0,,,2.0,5.0,5.0,,1.0,4.0,,,1.0,,,,,,,
123625,Ítalo,315,CHA,5,Atacante,6,2.78,0.23,1.76,5,2.7,,3.0,,,,4.0,1.0,2.0,,1.0,,,,,,1.0,,,,
95550,Pedro Henrique,287,VIT,5,Atacante,5,3.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
